ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
213119221,Photo,Common Poorwill,Phalaenoptilus nuttallii,,Teale Fristoe,2020-03-02,2020,3,2,1754,United States,US-CA-001,California,Alameda,UC Berkeley--Fire Trail,37.8741081,-122.2283936,"",,Unspecified,"","",,,,,,,S65382858,"",,,,,Phalaenoptilus nuttallii,compoo,Species,3504,,4.67,21,,3274,4028
107308281,Photo,Northern Hawk Owl,Surnia ulula,,Teale Fristoe,,,,,,United States,US-AK-290,Alaska,Yukon-Koyukuk,,,,"",,Unspecified,"","",,,,,,,,"",,,,,Surnia ulula,nohowl,Species,8565,,4.29,7,,3456,3811
320394031,Photo,Snowy Egret,Egretta thula,,Teale Fristoe,2021-03-27,2021,3,27,706,United States,US-CA-001,California,Alameda,Albany Bulb,37.8900570,-122.3246200,"",,Unspecified,"","",,,,,,,S84212601,"",,,,,Egretta thula,snoegr,Species,7152,,4.75,4,,2725,3396
248184481,Photo,California Gnatcatcher,Polioptila californica,,Teale Fristoe,2020-07-06,2020,7,6,618,United States,US-CA-111,California,Ventura,COSCA--Mt. Clef Ridge open space,34.2340278,-118.8799330,Adult Male – 1,,Unspecified,"","",,,,,,,S71192475,"",,,,,Polioptila californica,calgna,Species,26041,,4.40,5,,2010,2245
126329841,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,Teale Fristoe,2018-12-02,2018,12,2,1123,United States,US-CA-055,California,Napa,Napa-Sonoma Marshes WA--Huichica Creek Unit,38.2076388,-122.3329353,"",,Unspecified,"","",,,,,,,S50385040,"",,,,,Zonotrichia leucophrys,whcspa,Species,32099,,4.20,5,,1565,2615
141542171,Photo,Swamp Sparrow,Melospiza georgiana,,Teale Fristoe,2019-02-16,2019,2,16,900,United States,US-CA-085,California,Santa Clara,Alviso Marina County Park (please use a specific pond hotspot where possible),37.4298703,-121.9793612,"",,Unspecified,"","",,,,,,,S52915856,"",,,,"Continuing. First spotted where it often has been, along the path west of the eastern most boardwalk (the L shaped one). Later seen east of the northern end of the western most boardwalk (the one the crosses the marsh).",Melospiza georgiana,swaspa,Species,32055,,4.17,6,,1574,2415
396769081,Photo,Painted Bunting,Passerina ciris,,Teale Fristoe,2021-12-17,2021,12,17,1229,United States,US-CA-045,California,Mendocino,Willits Painted Bunting Stakeout 2021,39.3614103,-123.3265480,"",,Unspecified,"","",,,,,,,S99015304,"",,,,Continuing lime green bird at feeders. Thanks for sharing Mike!,Passerina ciris,paibun,Species,33487,,4.50,4,,1794,2456
392784681,Photo,"Ridgway's Rail",Rallus obsoletus,,Teale Fristoe,2021-12-02,2021,12,2,830,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline,37.7318068,-122.2070861,"",,Unspecified,"","",,,,,,,S98374255,"",,,,,Rallus obsoletus,ridrai1,Species,5115,,4.50,4,,2176,2710
385899771,Photo,Western Screech-Owl,Megascops kennicottii,,Teale Fristoe,2021-11-06,2021,11,6,1430,United States,US-CA-013,California,Contra Costa,Briones Regional Park,37.9380572,-122.1346222,"",,Unspecified,"","",,,,,,,S97225184,"",,,,,Megascops kennicottii,wesowl1,Species,8430,,4.50,4,,2199,2959
226628431,Photo,Dunlin,Calidris alpina,,Teale Fristoe,2020-04-23,2020,4,23,1156,United States,US-CA-001,California,Alameda,Hayward Regional Shoreline,37.6419316,-122.1517012,"",,Unspecified,"","",,,,,,,S67693305,"",,,,,Calidris alpina,dunlin,Species,5867,,4.50,4,,1547,2021
107027261,Photo,Solitary Sandpiper,Tringa solitaria,,Teale Fristoe,2018-07-09,2018,7,9,1130,United States,US-AK-090,Alaska,Fairbanks North Star,West UAF Trails & Smith Lake,64.8643458,-147.8634453,"",,Unspecified,"","",,,,,,,S47100382,"",,,,,Tringa solitaria,solsan,Species,5973,,4.50,4,,2030,2897
297161091,Photo,Red Knot,Calidris canutus,,Teale Fristoe,2021-01-12,2021,1,12,1059,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S79143400,"",,,,,Calidris canutus,redkno,Species,5900,,5.00,3,,1650,2128
148913761,Photo,Blue-grey Gnatcatcher,Polioptila caerulea,,Teale Fristoe,2019-04-03,2019,4,3,1130,United States,US-CA-001,California,Alameda,Claremont Canyon Regional Preserve,37.8661300,-122.2395730,Adult Male,,Unspecified,"","",,,,,,,S54528937,"",,,,,Polioptila caerulea,buggna,Species,26030,,5.00,3,,1549,2402
371400221,Photo,Clay-colored Sparrow,Spizella pallida,,Teale Fristoe,2021-09-21,2021,9,21,936,United States,US-CA-001,California,Alameda,McLaughlin Eastshore SP--Albany access,37.8903260,-122.3147650,"",,Unspecified,"","",,,,,,,S94985847,"",,,,"Found by Alex Henry this morning. Relocated working the fennel on the eastern side of the burrowing owl enclosure. Buffy, neat Spizela sparrow with clean gray nape and pale lores.",Spizella pallida,clcspa,Species,31911,,4.25,4,,2334,2979
152858321,Photo,Spotted Owl,Strix occidentalis,,Teale Fristoe,,,,,,United States,US-CA-023,California,Humboldt,,,,"",,Unspecified,"","",,,,,,,,"",,,,,Strix occidentalis,spoowl,Species,8769,,4.25,4,,,
152858301,Photo,Spotted Owl,Strix occidentalis,,Teale Fristoe,,,,,,United States,US-CA-023,California,Humboldt,,,,"",,Unspecified,"","",,,,,,,,"",,,,,Strix occidentalis,spoowl,Species,8769,,4.25,4,,,
405107871,Photo,Tufted Duck,Aythya fuligula,,Teale Fristoe,2022-01-12,2022,1,12,845,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S100618711,"",,,,"Continuing bird found by Mark Rauzon towards the end of the outflow channel. All black back, slightly smaller than nearby greater scaup, very tiny tuft present.",Aythya fuligula,tufduc,Species,609,,4.00,5,,1818,2575
288292171,Photo,Plumbeous Vireo,Vireo plumbeus,,Teale Fristoe,2020-12-15,2020,12,15,1102,United States,US-CA-013,California,Contra Costa,"Creekside Park (Brentwood, CC Co.) (includes Creek Rd)",37.9223102,-121.7135650,"",,Unspecified,"","",,,,,,,S77525284,"",,,,"Continuing bird found 12/1 by Ethan Monk. Seen around  37.920661, -121.714312 on both sides of the road. Sang a few times.",Vireo plumbeus,plsvir,Species,18500,,4.00,5,,1638,2280
405107881,Photo,Tufted Duck,Aythya fuligula,,Teale Fristoe,2022-01-12,2022,1,12,845,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S100618711,"",,,,"Continuing bird found by Mark Rauzon towards the end of the outflow channel. All black back, slightly smaller than nearby greater scaup, very tiny tuft present.",Aythya fuligula,tufduc,Species,609,,3.83,6,,1634,2312
287000541,Photo,Downy Woodpecker,Dryobates pubescens,,Teale Fristoe,2020-12-10,2020,12,10,739,United States,US-CA-013,California,Contra Costa,EBMUD--Valle Vista Staging Area (permit required),37.8212430,-122.1393013,Adult Male – 1,,Unspecified,"","",,,,,,,S77322240,"",,,,,Dryobates pubescens,dowwoo,Species,10805,,3.83,6,,2007,2416
338802141,Photo,Brown-headed Cowbird,Molothrus ater,,Teale Fristoe,2021-05-15,2021,5,15,628,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S88182497,"",,,,,Molothrus ater,bnhcow,Species,32557,,4.67,3,,2871,3507
308538711,Photo,Western Gull,Larus occidentalis,,Teale Fristoe,2021-02-16,2021,2,16,1043,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,"","",,,,,,,S81758597,"",,,,,Larus occidentalis,wesgul,Species,6331,,4.67,3,,2711,4035
223938851,Photo,Grasshopper Sparrow,Ammodramus savannarum,,Teale Fristoe,2020-04-15,2020,4,15,819,United States,US-CA-001,California,Alameda,Garin/Dry Creek Pioneer Regional Park,37.6284527,-122.0283920,"",,Unspecified,"","",,,,,,,S67281628,"",,,,,Ammodramus savannarum,graspa,Species,31686,,4.67,3,,1633,1800
192221831,Photo,Canvasback,Aythya valisineria,,Teale Fristoe,2019-12-08,2019,12,8,1059,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,Adult Male – 1,,Unspecified,"","",,,,,,,S62164763,"",,,,,Aythya valisineria,canvas,Species,575,,4.67,3,,2973,4093
154622971,Photo,Great-tailed Grackle,Quiscalus mexicanus,,Teale Fristoe,2019-04-28,2019,4,28,1429,United States,US-CA-113,California,Yolo,Woodland/Davis WTP,38.6657506,-121.7174863,"",,Unspecified,"","",,,,,,,S55530814,"",,,,,Quiscalus mexicanus,grtgra,Species,32588,,4.67,3,,,
154622791,Photo,Lesser Nighthawk,Chordeiles acutipennis,,Teale Fristoe,2019-04-28,2019,4,28,1740,United States,US-CA-113,California,Yolo,Cache Creek--Capay bridge vicinity,38.7101609,-122.0473766,Adult Male,,Unspecified,"","",,,,,,,S55539531,"",,,,All flying together around 6:40. Possibly more as I flushed pairs several times as well.,Chordeiles acutipennis,lesnig,Species,3400,,4.67,3,,,
142320171,Photo,Merlin,Falco columbarius,,Teale Fristoe,2019-02-23,2019,2,23,1423,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S53074159,"",,,,Eating a western sandpiper.,Falco columbarius,merlin,Species,11441,,4.67,3,,1532,2497
405129011,Photo,Canvasback,Aythya valisineria,,Teale Fristoe,2022-01-12,2022,1,12,845,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S100618711,"",,,,,Aythya valisineria,canvas,Species,591,,4.25,4,,2630,3704
291597391,Photo,Northern Pygmy-Owl,Glaucidium gnoma,,Teale Fristoe,2020-12-27,2020,12,27,1048,United States,US-CA-001,California,Alameda,Mines Rd. (ALA Co.),37.5878950,-121.6074071,"",,Unspecified,"","",,,,,,,S78096805,"",,,,Being mobbed by titmice in a tree right by the road.,Glaucidium gnoma,nopowl,Species,8501,,4.25,4,,1641,2014
75145721,Photo,"Barrow's Goldeneye",Bucephala islandica,,Teale Fristoe,2017-11-13,2017,11,13,1100,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S40491780,"",,,,In the northeast corner of the lake.,Bucephala islandica,bargol,Species,668,,4.25,4,,1740,3492
59327901,Photo,Spotted Towhee,Pipilo maculatus,,Teale Fristoe,2017-05-25,2017,5,25,830,United States,US-CA-069,California,San Benito,Pinnacles NP,36.4891359,-121.1843199,"",,Unspecified,"","",,,,,,,S37149557,"",,,,,Pipilo maculatus,spotow,Species,32129,,4.25,4,,1746,2340
132696021,Photo,Bufflehead,Bucephala albeola,,Teale Fristoe,2019-01-02,2019,1,2,1052,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S51224117,"",,,,,Bucephala albeola,buffle,Species,641,,4.00,4,,2137,3000
267547131,Photo,Painted Redstart,Myioborus pictus,,Teale Fristoe,2020-10-02,2020,10,2,741,United States,US-CA-111,California,Ventura,Arroyo Verde Park,34.2905165,-119.2259502,"",,Unspecified,"","",,,,,,,S74316162,"",,,,Continuing stunner in conifers across the valley from the playground. Calling frequently and even singing. Moved around a lot into different types of trees and even to the ground.,Myioborus pictus,paired,Species,33040,,3.80,5,,1625,2446
305917811,Photo,White-winged Scoter,Melanitta deglandi,,Teale Fristoe,2021-02-09,2021,2,9,1111,United States,US-CA-013,California,Contra Costa,Richmond Marina,37.9098045,-122.3525047,"",,Unspecified,"","",,,,,,,S80722078,"",,,,"Continuing immature female in the southeast corner of the marina, found about a month ago by Phred.",Melanitta deglandi,whwsco2,Species,651,,4.00,4,,2014,2606
288292201,Photo,Plumbeous Vireo,Vireo plumbeus,,Teale Fristoe,2020-12-15,2020,12,15,1102,United States,US-CA-013,California,Contra Costa,"Creekside Park (Brentwood, CC Co.) (includes Creek Rd)",37.9223102,-121.7135650,"",,Unspecified,"","",,,,,,,S77525284,"",,,,"Continuing bird found 12/1 by Ethan Monk. Seen around  37.920661, -121.714312 on both sides of the road. Sang a few times.",Vireo plumbeus,plsvir,Species,18500,,4.00,4,,1525,1970
387342951,Photo,Lapland Longspur,Calcarius lapponicus,,Teale Fristoe,2021-11-11,2021,11,11,1407,United States,US-CA-001,California,Alameda,Hayward Regional Shoreline--Mt. Trashmore,37.6442428,-122.1498156,"",,Unspecified,"","",,,,,,,S97452701,"",,,,Found by Alex Henry.,Calcarius lapponicus,laplon,Species,31592,,4.33,3,,2651,3619
372655471,Photo,"Cooper's Hawk",Accipiter cooperii,,Teale Fristoe,2021-09-25,2021,9,25,715,United States,US-CA-001,California,Alameda,McLaughlin Eastshore SP--Berkeley Meadow,37.8670193,-122.3102331,"",,Unspecified,"","",,,,,,,S95150344,"",,,,,Accipiter cooperii,coohaw,Species,7909,,4.33,3,,2372,2720
286644341,Photo,Canvasback,Aythya valisineria,,Teale Fristoe,2020-12-09,2020,12,9,914,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,Adult Male – 1,,Unspecified,"","",,,,,,,S77277772,"",,,,,Aythya valisineria,canvas,Species,575,,4.33,3,,1986,2804
268926171,Photo,Ring-necked Pheasant,Phasianus colchicus,,Teale Fristoe,2020-10-06,2020,10,6,723,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S74509836,"",,,,"One along DUST trail, one in channel north of Patterson Ranch Road, two along Alameda Creek just east of North Marsh Pond.",Phasianus colchicus,rinphe,Species,1437,,4.33,3,,1842,2627
264674751,Photo,Blackpoll Warbler,Setophaga striata,,Teale Fristoe,2020-09-21,2020,9,21,738,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,"","",,,,,,,S73879151,"",,,,Continuing along northern edge of park. Very good looks.,Setophaga striata,bkpwar,Species,32841,,4.33,3,,2227,2673
228375221,Photo,Olive-sided Flycatcher,Contopus cooperi,,Teale Fristoe,2020-04-25,2020,4,25,815,United States,US-CA-013,California,Contra Costa,Mt. Diablo SP (general--use more specific location if possible),37.8798668,-121.9183731,"",,Unspecified,"","",,,,,,,S67999258,"",,,,,Contopus cooperi,olsfly,Species,16117,,4.33,3,,1275,1391
162331751,Photo,"Cassin's Finch",Haemorhous cassinii,,Teale Fristoe,2019-05-30,2019,5,30,947,United States,US-CA-037,California,Los Angeles,Angeles NF--Throop Peak/Dawson Saddle Trail,34.3592163,-117.8049095,"",,Unspecified,"","",,,,,,,S56985213,"",,,,,Haemorhous cassinii,casfin,Species,31102,,4.33,3,,1687,2288
160673631,Photo,Lazuli Bunting,Passerina amoena,,Teale Fristoe,2019-05-24,2019,5,24,1105,United States,US-CA-001,California,Alameda,Claremont Canyon Regional Preserve,37.8661300,-122.2395730,Adult Male,,Unspecified,"","",,,,,,,S56696417,"",,,,,Passerina amoena,lazbun,Species,33284,,4.33,3,,1560,1993
75984981,Photo,Ruddy Turnstone,Arenaria interpres,,Teale Fristoe,2017-11-21,2017,11,21,1345,United States,US-LA-051,Louisiana,Jefferson,Grand Isle--Grand Isle SP (East),29.2609432,-89.9524498,"",,Unspecified,"","",,,,,,,S40674700,"",,,,,Arenaria interpres,rudtur,Species,5836,,4.33,3,,3108,3810
63725261,Photo,Red-whiskered Bulbul,Pycnonotus jocosus,,Teale Fristoe,2017-07-18,2017,7,18,1253,United States,US-HI-003,Hawaii,Honolulu,"Lower 'Aiea Loop Trail and Keaiwa Heiau SP",21.3988172,-157.9000568,"",,Unspecified,"","",,,,,,,S38212498,"",,,,,Pycnonotus jocosus,rewbul,Species,23519,,4.33,3,,2820,3582
37512731,Photo,Sharp-shinned Hawk,Accipiter striatus,,Teale Fristoe,2016-10-15,2016,10,15,1417,United States,US-CA-097,California,Sonoma,Shollenberger Park,38.2289099,-122.5980878,"",,Unspecified,"","",,,,,,,S32052161,"",,,,,Accipiter striatus,shshaw,Species,7816,,4.33,3,,2484,2466
323436641,Photo,Brown-headed Cowbird,Molothrus ater,,Teale Fristoe,2021-04-05,2021,4,5,1440,United States,US-CA-083,California,Santa Barbara,UCSB--Campus Lagoon,34.4076516,-119.8451650,Adult Male – 1,,Unspecified,"","",,,,,,,S84887675,"",,,,,Molothrus ater,bnhcow,Species,32557,,4.33,3,,1793,2736
198807431,Photo,California Condor,Gymnogyps californianus,,Teale Fristoe,2020-01-10,2020,1,10,1357,United States,US-CA-053,California,Monterey,Big Sur coast--Grimes Pt.,36.2055508,-121.7354894,"",,Unspecified,"","",,,,,,,S63294366,"",,,,No tags!,Gymnogyps californianus,calcon,Species,7331,,4.33,3,,1654,2367
176974791,Photo,Willow Flycatcher,Empidonax traillii,,Teale Fristoe,2019-09-13,2019,9,13,944,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S59777353,"",,,,,Empidonax traillii,wilfly,Species,16179,,4.33,3,,1335,1646
286145401,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,Teale Fristoe,2020-12-07,2020,12,7,1134,United States,US-CA-001,California,Alameda,Albany Mudflats,37.8923310,-122.3117995,Immature – 1,,Unspecified,"","",,,,,,,S77207835,"",,,,,Zonotrichia leucophrys,whcspa,Species,31930,,5.00,2,,2185,2688
51166231,Photo,Red-winged Blackbird,Agelaius phoeniceus,,Teale Fristoe,2017-03-14,2017,3,14,736,United States,US-CA-085,California,Santa Clara,Ed Levin County Park (please use a more specific hotspot where possible),37.4608486,-121.8681622,"",,Unspecified,"","",,,,,,,S35180305,"",,,,,Agelaius phoeniceus,rewbla,Species,32676,,3.50,6,,3054,3936
407338651,Photo,House Sparrow,Passer domesticus,,Teale Fristoe,2022-01-18,2022,1,18,1043,United States,US-CA-013,California,Contra Costa,Richmond Marina,37.9098045,-122.3525047,"",,Unspecified,"","",,,,,,,S100994151,"",,,,,Passer domesticus,houspa,Species,30494,,4.00,3,,1991,2533
392102721,Photo,Red-breasted Merganser,Mergus serrator,,Teale Fristoe,2021-11-29,2021,11,29,837,United States,US-CA-001,California,Alameda,San Leandro Marina,37.6952310,-122.1906281,"",,Unspecified,"","",,,,,,,S98265883,"",,,,,Mergus serrator,rebmer,Species,689,,4.00,3,,1487,2159
387332231,Photo,"Cooper's Hawk",Accipiter cooperii,,Teale Fristoe,2021-11-11,2021,11,11,650,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",,Unspecified,"","",,,,,,,S97453509,"",,,,,Accipiter cooperii,coohaw,Species,7909,,4.00,3,,1974,2768
323436521,Photo,Ruddy Duck,Oxyura jamaicensis,,Teale Fristoe,2021-04-05,2021,4,5,1440,United States,US-CA-083,California,Santa Barbara,UCSB--Campus Lagoon,34.4076516,-119.8451650,"",,Unspecified,"","",,,,,,,S84887675,"",,,,,Oxyura jamaicensis,rudduc,Species,674,,4.00,3,,2177,3193
317298571,Photo,Wild Turkey,Meleagris gallopavo,,Teale Fristoe,2021-03-16,2021,3,16,725,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S83530371,"",,,"Unfortunately I couldn't get a shot of all the action, but this Turkey is copulating.",,Meleagris gallopavo,wiltur,Species,1180,,4.00,3,"",2671,3655
312788961,Photo,"Steller's Jay",Cyanocitta stelleri,,Teale Fristoe,2021-03-01,2021,3,1,836,United States,US-CA-085,California,Santa Clara,Alum Rock Park,37.3950846,-121.8036175,"",,Unspecified,"","",,,,,,,S82600911,"",,,,,Cyanocitta stelleri,stejay,Species,20476,,4.00,3,,1788,2342
293435571,Photo,American Kestrel,Falco sparverius,,Teale Fristoe,2021-01-01,2021,1,1,902,United States,US-CA-083,California,Santa Barbara,More Mesa,34.4215576,-119.7963064,"",,Unspecified,"","",,,,,,,S78410486,"",,,,,Falco sparverius,amekes,Species,11494,,4.00,3,,1498,1586
275830461,Photo,Rufous-crowned Sparrow,Aimophila ruficeps,,Teale Fristoe,2020-10-30,2020,10,30,740,United States,US-CA-001,California,Alameda,Claremont Canyon Regional Preserve,37.8661300,-122.2395730,"",,Unspecified,"","",,,,,,,S75606944,"",,,,Same spot as last time. Quietly singing today,Aimophila ruficeps,rucspa,Species,32114,,4.00,3,,2164,2685
247607771,Photo,American Kestrel,Falco sparverius,,Teale Fristoe,2020-07-04,2020,7,4,1406,United States,US-CA-083,California,Santa Barbara,San Marcos Foothills Preserve,34.4621261,-119.7597477,"",,Unspecified,"","",,,,,,,S71137266,"",,,,,Falco sparverius,amekes,Species,11494,,4.00,3,,2198,2260
243603221,Photo,Band-tailed Pigeon,Patagioenas fasciata,,Teale Fristoe,2020-06-15,2020,6,15,601,United States,US-CA-001,California,Alameda,Claremont Canyon Regional Preserve,37.8661300,-122.2395730,"",,Unspecified,"","",,,,,,,S70475347,"",,,,,Patagioenas fasciata,batpig1,Species,1910,,4.00,3,,2608,2962
190399581,Photo,Rock Wren,Salpinctes obsoletus,,Teale Fristoe,2019-11-28,2019,11,28,1228,United States,US-CA-037,California,Los Angeles,Royal Palms Beach,33.7173929,-118.3205116,"",,Unspecified,"","",,,,,,,S61824538,"",,,,,Salpinctes obsoletus,rocwre,Species,26086,,4.00,3,,2199,2824
162797821,Photo,Indigo Bunting,Passerina cyanea,,Teale Fristoe,2019-06-04,2019,6,4,1436,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,"",,Unspecified,"","",,,,,,,S57094241,"",,,,"Continuing along the trail to the herb grench overlook, where it seemed to prefer the top of the only sizable conifer as a singing perch. Darker blue than lazuli and lacked wingbars and orange breast.",Passerina cyanea,indbun,Species,33285,,4.00,3,,2401,3214
51165591,Photo,Western Bluebird,Sialia mexicana,,Teale Fristoe,2017-03-14,2017,3,14,736,United States,US-CA-085,California,Santa Clara,Ed Levin County Park (please use a more specific hotspot where possible),37.4608486,-121.8681622,"",,Unspecified,"","",,,,,,,S35180305,"",,,,,Sialia mexicana,wesblu,Species,27041,,4.00,3,,2670,2994
267547121,Photo,Painted Redstart,Myioborus pictus,,Teale Fristoe,2020-10-02,2020,10,2,741,United States,US-CA-111,California,Ventura,Arroyo Verde Park,34.2905165,-119.2259502,"",,Unspecified,"","",,,,,,,S74316162,"",,,,Continuing stunner in conifers across the valley from the playground. Calling frequently and even singing. Moved around a lot into different types of trees and even to the ground.,Myioborus pictus,paired,Species,33040,,3.75,4,,1839,2533
75145521,Photo,"Barrow's Goldeneye",Bucephala islandica,,Teale Fristoe,2017-11-13,2017,11,13,1100,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S40491780,"",,,,In the northeast corner of the lake.,Bucephala islandica,bargol,Species,647,,3.75,4,,1146,1698
63136411,Photo,Hawaiian Duck,Anas wyvilliana,,Teale Fristoe,2017-07-11,2017,7,11,1730,United States,US-HI-007,Hawaii,Kauai,Hanalei NWR -- Ohiki Rd.,22.2072115,-159.4754791,"",,Unspecified,"","",,,,,,,S38095443,"",,,,,Anas wyvilliana,hawduc,Species,464,,3.75,4,,1740,2610
375070631,Photo,Bobolink,Dolichonyx oryzivorus,,Teale Fristoe,2021-10-03,2021,10,3,1548,United States,US-CA-075,California,San Francisco,Presidio--Crissy Field,37.8041273,-122.4642633,"",,Unspecified,"","",,,,,,,S95569626,"",,,,Continuing bird associating with western meadowlarks in the eastern part of the field. Photos.,Dolichonyx oryzivorus,boboli,Species,32470,,3.80,5,,1976,2477
370934651,Photo,Lesser Sand-Plover,Charadrius mongolus,,Teale Fristoe,2021-09-18,2021,9,18,1805,United States,US-CA-087,California,Santa Cruz,Laguna Beach,36.9832262,-122.1544111,"",,Unspecified,"","",,,,,,,S94854936,"",,,,Continuing bird found yesterday. Larger than nearby snowy plovers and more brownish. Seemed to be enjoying the dance music played by the party on the other side of the beach.,Charadrius mongolus,lesplo,Species,5727,,4.00,3,,720,853
297161041,Photo,Western Grebe,Aechmophorus occidentalis,,Teale Fristoe,2021-01-12,2021,1,12,1059,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S79143400,"",,,,,Aechmophorus occidentalis,wesgre,Species,1818,,4.00,3,,1976,2343
286644551,Photo,Glaucous-winged Gull,Larus glaucescens,,Teale Fristoe,2020-12-09,2020,12,9,914,United States,US-CA-001,California,Alameda,Lake Merritt,37.8035451,-122.2567177,"",,Unspecified,"","",,,,,,,S77277772,"",,,,,Larus glaucescens,glwgul,Species,6382,,4.00,3,,3188,3915
276823291,Photo,"Say's Phoebe",Sayornis saya,,Teale Fristoe,2020-11-02,2020,11,2,731,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,"","",,,,,,,S75743690,"",,,,,Sayornis saya,saypho,Species,16235,,4.00,3,,1807,2151
258996501,Photo,Red-throated Loon,Gavia stellata,,Teale Fristoe,2020-08-30,2020,8,30,942,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,"","",,,,,,,S72994765,"",,,,"Continuing? Alternate plumage adult, today very close to the northeast corner of the park.",Gavia stellata,retloo,Species,6541,,4.00,3,,1391,1735
186624471,Photo,Black-and-white Warbler,Mniotilta varia,,Teale Fristoe,2019-11-08,2019,11,8,1053,United States,US-CA-001,California,Alameda,"stakeout Black-and-white Warbler, Berkeley (2019)",37.8560029,-122.2568008,"",,Unspecified,"","",,,,,,,S61271498,"",,,,Continuing bird found by Sharon Jue on November 5th. Seen in a tall tree on the west side of Regent just north of Webster.,Mniotilta varia,bawwar,Species,32682,,4.00,3,,1893,2587
185406681,Photo,Bar-tailed Godwit,Limosa lapponica,,Teale Fristoe,2019-11-01,2019,11,1,1357,United States,US-CA-001,California,Alameda,Emeryville shoreline--near fire station,37.8365218,-122.3010791,"","",Unspecified,"","",,,,,,,S61098843,"",,,,"Continuing bird found yesterday by Sharon Jue. Still roosting with the large mixed flock of shorebirds west of the fire station. Smaller than nearby Marbled Godwits and lacking orange tones (except on the front of the face, maybe a stain from the mud?). White supercilium, streaked as opposed to barred upperparts, black and white striped tail and rump, mostly white underparts with black streaking on the flanks. Spent most of the time tucked in but occasionally looked around or preened.",Limosa lapponica,batgod,Species,5875,,4.00,3,Multiple species,2226,2830
175319641,Photo,Marbled Murrelet,Brachyramphus marmoratus,,Teale Fristoe,2019-09-01,2019,9,1,1357,United States,US-CA-097,California,Sonoma,Stump Beach,38.5801191,-123.3337963,"",,Unspecified,"","",,,,,,,S59459416,"",,,,,Brachyramphus marmoratus,marmur,Species,6223,,4.00,3,,1371,1678
120872681,Photo,Palm Warbler,Setophaga palmarum,,Teale Fristoe,2018-10-27,2018,10,27,1330,United States,US-CA-075,California,San Francisco,Alta Plaza Park,37.7913372,-122.4379492,"",,Unspecified,"","",,,,,,,S49506364,"",,,,"I spent more than an hour looking for this bird, mostly patrolling the plum trees on the eastern side of the park, before I finally found it in the southeast corner about half way between the tennis courts and the road. The bird seems accustomed to people and let me approach fairly close for photos. Warbler with dark line through eye, pale supercilium, and yellow undertail coverts. My pictures show a weak yellow wash throughout its underside.",Setophaga palmarum,palwar,Species,33029,,4.00,3,,2385,3501
