Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
240,6355,species,Black-legged Kittiwake,Rissa tridactyla,1,Half Moon Bay SB--Venice Beach and Pilarcitos/Frenchman's Creek Mouth,US-CA,04 Mar 2019,L329541,S53398297,,1
241,6361,species,Sabine's Gull,Xema sabini,1,"(36.6379,-122.0578)",US-CA,07 Sep 2019,L9887080,S59608608,,1
242,6368,species,Bonaparte's Gull,Chroicocephalus philadelphia,2,West UAF Trails & Smith Lake,US-AK,28 Jun 2016,L524998,S30433892,,1
243,6386,species,Black-headed Gull,Chroicocephalus ridibundus,1,Stockton WTP,US-CA,06 Dec 2020,L371182,S77157620,,1
244,6392,species,Little Gull,Hydrocoloeus minutus,1,Pt. Reyes--Drakes Beach (do not include Horseshoe Pond or beach/estero beyond Horseshoe Pond),US-CA,14 May 2022,L391136,S110150727,,1
245,6396,species,Laughing Gull,Leucophaeus atricilla,1,Elmer's Island,US-LA,21 Nov 2017,L777236,S40641167,,1
246,6400,species,Franklin's Gull,Leucophaeus pipixcan,1,Stockton WTP,US-CA,06 Dec 2020,L371182,S77157620,,1
247,6411,species,Audouin's Gull,Ichthyaetus audouinii,2,Etang de Biguglia--sentier de découverte (chjassu di scuperta),FR-COR,02 May 2023,L3815055,S136051622,,1
248,6418,species,Heermann's Gull,Larus heermanni,3,Middle Harbor Shoreline Park,US-CA,25 Sep 2015,L774817,S25169097,,1
249,6425,species,Short-billed Gull,Larus brachyrhynchus,1,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
250,6427,species,Ring-billed Gull,Larus delawarensis,6,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
251,6432,species,Western Gull,Larus occidentalis,10,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
252,6435,species,Yellow-footed Gull,Larus livens,3,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,US-CA,11 Jul 2019,L673436,S58178011,,1
253,6437,species,California Gull,Larus californicus,2,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
254,6440,species,Herring Gull,Larus argentatus,1,Presidio--Crissy Field Lagoon,US-CA,07 Sep 2017,L1004802,S39049748,,1
255,6449,species,Yellow-legged Gull,Larus michahellis,20,"5 Vicolo San Vincenzo, Livorno, Toscana, IT (43.546, 10.306)",IT-52,30 Apr 2023,L23941626,S135581720,,1
256,6460,species,Iceland Gull,Larus glaucoides,1,MLK Jr. Regional Shoreline,US-CA,15 Jan 2018,L2402250,S41937956,,1
257,6469,species,Lesser Black-backed Gull,Larus fuscus,1,Hotel del Coronado & beach,US-CA,06 Nov 2019,L1779056,S61230549,,1
258,6482,species,Slaty-backed Gull,Larus schistisagus,1,Half Moon Bay SB--Venice Beach and Pilarcitos/Frenchman's Creek Mouth,US-CA,15 Jan 2020,L329541,S63426732,,1
259,6484,species,Glaucous-winged Gull,Larus glaucescens,4,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
262,6490,species,Glaucous Gull,Larus hyperboreus,1,Coyote Hills Regional Park,US-CA,09 Dec 2018,L216132,S50549904,,1
265,6499,species,Great Black-backed Gull,Larus marinus,10,"Race Point Beach, Provincetown",US-MA,19 May 2023,L489376,S138467945,,1
268,6569,species,Least Tern,Sternula antillarum,20,Hayward Regional Shoreline--Interpretive Center,US-CA,17 May 2016,L587721,S29735768,,1
269,6590,species,Gull-billed Tern,Gelochelidon nilotica,10,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,US-CA,11 Jul 2019,L673436,S58178011,,1
270,6598,species,Caspian Tern,Hydroprogne caspia,1,Lake Temescal,US-CA,05 Jun 2016,L288287,S30091184,,1
271,6600,species,Black Tern,Chlidonias niger,2,Grass Lake (SIS Co.),US-CA,21 Jun 2017,L492619,S37722147,,1
272,6610,species,Roseate Tern,Sterna dougallii,5,"Race Point Beach, Provincetown",US-MA,19 May 2023,L489376,S138467945,,1
273,6623,species,Common Tern,Sterna hirundo,1,Berkeley Aquatic Park,US-CA,26 Sep 2018,L597003,S48768452,,1
274,6630,species,Arctic Tern,Sterna paradisaea,2,"(36.5578,-122.5501)",US-CA,07 Sep 2019,L9888970,S59608822,,1
276,6643,species,Forster's Tern,Sterna forsteri,1,Cesar Chavez Park,US-CA,17 Sep 2015,L285281,S25074135,,1
277,6654,species,Royal Tern,Thalasseus maximus,3,Coal Oil Point Reserve--Devereux Slough,US-CA,04 Apr 2017,L615794,S35699692,,1
278,6665,species,Elegant Tern,Thalasseus elegans,15,Middle Harbor Shoreline Park,US-CA,25 Sep 2015,L774817,S25169097,,1
280,6680,species,Black Skimmer,Rynchops niger,1,Hayward Regional Shoreline--Interpretive Center,US-CA,17 May 2016,L587721,S29735768,,1
281,6695,species,White-tailed Tropicbird,Phaethon lepturus,5,Alakai Swamp Trail--Trailhead to Pihea Trail junction,US-HI,14 Jul 2017,L1426322,S38138414,,1
282,6706,species,Red-tailed Tropicbird,Phaethon rubricauda,20,Kilauea Point NWR,US-HI,13 Jul 2017,L266182,S38122615,,1
283,6714,species,Red-throated Loon,Gavia stellata,2,Ediz Hook,US-WA,29 Dec 2016,L190512,S33280115,,1
284,6718,species,Pacific Loon,Gavia pacifica,1,"Ano Nuevo SP--Visitors Center, Elephant Seals and trails",US-CA,05 Aug 2018,L109471,S47677775,,1
285,6720,species,Common Loon,Gavia immer,6,Ediz Hook,US-WA,29 Dec 2016,L190512,S33280115,,1
286,6721,species,Yellow-billed Loon,Gavia adamsii,1,"YBLO stakeout (2021), S Mokelumne River",US-CA,17 Jan 2021,L13274419,S79426420,,1
288,6788,species,Laysan Albatross,Phoebastria immutabilis,3,Kilauea Point NWR,US-HI,13 Jul 2017,L266182,S38122615,,1
289,6789,species,Black-footed Albatross,Phoebastria nigripes,2,"(36.6169,-122.1723)",US-CA,07 Sep 2019,L9888755,S59608626,,1
290,6794,species,Wilson's Storm-Petrel,Oceanites oceanicus,2,"Auto selected 38.44690, -123.55957",US-CA,15 Aug 2021,L16121798,S93322998,,1
291,6829,species,Fork-tailed Storm-Petrel,Hydrobates furcatus,3,"Auto selected 38.41513, -123.43892",US-CA,15 Aug 2021,L16121753,S93322953,,1
292,6833,species,Leach's Storm-Petrel,Hydrobates leucorhous,2,Bodega Bay Pelagic 8/16 Leg 4,US-CA,16 Oct 2022,L21264734,S120924296,,1
293,6843,species,Ashy Storm-Petrel,Hydrobates homochroa,1,Shearwater Journeys_29/09/2018_Leg 5/8,US-CA,29 Sep 2018,L7982873,S48900283,,1
294,6854,species,Black Storm-Petrel,Hydrobates melania,4,"(37.3922,-122.9191)",US-CA,27 Sep 2019,L9964304,S60193279,,1
295,6869,species,Northern Fulmar,Fulmarus glacialis,1,Monterey Bay pelagic--inshore Monterey to Moss Landing (MTY Co.),US-CA,29 Sep 2018,L792036,S48900235,,1
296,6918,species,Hawaiian Petrel,Pterodroma sandwichensis,1,"US (38.341, -123.333)",US-CA,15 Aug 2021,L16121920,S93324394,,1
297,6925,species,Cook's Petrel,Pterodroma cookii,7,"Auto selected 38.44690, -123.55957",US-CA,15 Aug 2021,L16121798,S93322998,,1
298,6973,species,Cory's Shearwater,Calonectris diomedea,1,Livorno-Corsica Ferry Route,IT-52,01 May 2023,L23977959,S135769479,,1
299,6978,species,Pink-footed Shearwater,Ardenna creatopus,4,Shearwater Journeys_29/09/2018_Leg 4/8,US-CA,29 Sep 2018,L7982859,S48900278,,1
300,6979,species,Flesh-footed Shearwater,Ardenna carneipes,1,"(37.3621,-122.7497)",US-CA,27 Sep 2019,L9964178,S60193399,,1
301,6982,species,Wedge-tailed Shearwater,Ardenna pacifica,7,Kilauea Point NWR,US-HI,13 Jul 2017,L266182,S38122615,,1
302,6985,species,Buller's Shearwater,Ardenna bulleri,6,Shearwater Journeys_29/09/2018_Leg 4/8,US-CA,29 Sep 2018,L7982859,S48900278,,1
303,6986,species,Sooty Shearwater,Ardenna grisea,1000,Half Moon Bay SB--Venice Beach and Pilarcitos/Frenchman's Creek Mouth,US-CA,01 Sep 2017,L329541,S38939940,,1
304,6987,species,Short-tailed Shearwater,Ardenna tenuirostris,1,Shearwater Journeys_29/09/2018_Leg 3/8,US-CA,29 Sep 2018,L7982843,S48900254,,1
306,6993,species,Manx Shearwater,Puffinus puffinus,1,Shearwater Journeys_29/09/2018_Leg 3/8,US-CA,29 Sep 2018,L7982843,S48900254,,1
307,6994,species,Yelkouan Shearwater,Puffinus yelkouan,10,Livorno-Corsica Ferry Route,IT-52,01 May 2023,L23977959,S135769479,,1
308,7005,species,Black-vented Shearwater,Puffinus opisthomelas,12,Pt. Dume,US-CA,27 Dec 2017,L300689,S41355703,,1
310,7053,species,Black Stork,Ciconia nigra,1,Olmeta-di-Capocorso,FR-COR,02 May 2023,L23979002,S136004740,,1
311,7061,species,White Stork,Ciconia ciconia,7,Wollmatinger Ried--Gottlieberweg,DE-BW,09 May 2023,L4067648,S136761818,,1
312,7089,species,Magnificent Frigatebird,Fregata magnificens,1,Grand Isle--Grand Isle SP (East),US-LA,21 Nov 2017,L370434,S40674700,,1
313,7093,species,Great Frigatebird,Fregata minor,10,Kilauea Point NWR,US-HI,13 Jul 2017,L266182,S38122615,,1
314,7112,species,Brown Booby,Sula leucogaster,1,"Pt. Pinos--general (sea & shore Coral to Jewell, Crespi Pond & cypresses)",US-CA,24 Nov 2019,L374642,S61708570,,1
315,7119,species,Red-footed Booby,Sula sula,100,Kilauea Point NWR,US-HI,13 Jul 2017,L266182,S38122615,,1
316,7125,species,Northern Gannet,Morus bassanus,1,Devil's Slide Trail and Egg Rock,US-CA,23 Jun 2018,L1528599,S46740112,,1
317,7130,species,Anhinga,Anhinga anhinga,1,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,14 Nov 2016,L128890,S32558904,,1
318,7151,species,Brandt's Cormorant,Urile penicillatus,1,Natural Bridges SB,US-CA,24 Jan 2016,L200588,S27125237,,1
319,7153,species,Pelagic Cormorant,Urile pelagicus,2,Cesar Chavez Park,US-CA,17 Sep 2015,L285281,S25074135,,1
320,7159,species,Great Cormorant,Phalacrocorax carbo,4,Santo Stefano Ticino,IT-25,30 Apr 2023,L23928029,S135512742,,1
321,7182,species,European Shag,Gulosus aristotelis,1,Olmeta-di-Capocorso,FR-COR,02 May 2023,L23979002,S135778771,,1
323,7188,species,Double-crested Cormorant,Nannopterum auritum,50,Lake Chabot Regional Park,US-CA,20 Oct 2013,L874154,S15457478,,1
324,7195,species,Neotropic Cormorant,Nannopterum brasilianum,2,Estero Llano Grande SP WBC (LTC 054),US-TX,15 Nov 2016,L259855,S32566372,,1
326,7223,species,American White Pelican,Pelecanus erythrorhynchos,12,Lake Chabot Regional Park,US-CA,20 Oct 2013,L874154,S15457478,,1
327,7224,species,Brown Pelican,Pelecanus occidentalis,30,Middle Harbor Shoreline Park,US-CA,25 Sep 2015,L774817,S25169097,,1
328,7249,species,American Bittern,Botaurus lentiginosus,1,Golden Gate Park--Elk Glen Lake,US-CA,03 Feb 2016,L870863,S27307122,,1
329,7271,species,Least Bittern,Ixobrychus exilis,1,Yolo Bypass Wildlife Area,US-CA,06 Aug 2016,L443535,S30996597,,1
330,7291,species,Great Blue Heron,Ardea herodias,5,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
331,7299,species,Gray Heron,Ardea cinerea,1,Parco Le Folaghe Oasi di Casei Gerola,IT-25,30 Apr 2023,L3497430,S135521663,,1
332,7323,species,Great Egret,Ardea alba,2,Lake Chabot Regional Park,US-CA,20 Oct 2013,L874154,S15457478,,1
333,7340,species,Little Egret,Egretta garzetta,3,Parco Le Folaghe Oasi di Casei Gerola,IT-25,30 Apr 2023,L3497430,S135521663,,1
334,7352,species,Snowy Egret,Egretta thula,6,Lake Chabot Regional Park,US-CA,20 Oct 2013,L874154,S15457478,,1
335,7356,species,Little Blue Heron,Egretta caerulea,2,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
336,7358,species,Tricolored Heron,Egretta tricolor,3,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
337,7363,species,Reddish Egret,Egretta rufescens,1,Elmer's Island,US-LA,21 Nov 2017,L777236,S40641167,,1
338,7370,species,Cattle Egret,Bubulcus ibis,1,Mission Creek outflow (SBA Co.),US-CA,18 Nov 2018,L465131,S50035917,,1
339,7375,species,Squacco Heron,Ardeola ralloides,1,Parco Le Folaghe Oasi di Casei Gerola,IT-25,30 Apr 2023,L3497430,S135521663,,1
340,7384,species,Green Heron,Butorides virescens,2,Lake Temescal,US-CA,26 Jan 2016,L288287,S27137408,,1
341,7430,species,Black-crowned Night-Heron,Nycticorax nycticorax,5,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
342,7444,species,Yellow-crowned Night-Heron,Nyctanassa violacea,6,Estero Llano Grande SP WBC (LTC 054),US-TX,15 Nov 2016,L259855,S32566372,,1
343,7474,species,White Ibis,Eudocimus albus,6,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
344,7479,species,Glossy Ibis,Plegadis falcinellus,10,Ferry approaching Bastia,FR-COR,01 May 2023,L24618417,S139077178,,1
345,7480,species,White-faced Ibis,Plegadis chihi,,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
346,7540,species,Roseate Spoonbill,Platalea ajaja,3,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
347,7543,species,California Condor,Gymnogyps californianus,1,Pinnacles NP,US-CA,25 May 2017,L302299,S37149557,,1
348,7546,species,Black Vulture,Coragyps atratus,2,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
349,7550,species,Turkey Vulture,Cathartes aura,12,Lake Chabot Regional Park,US-CA,20 Oct 2013,L874154,S15457478,,1
350,7565,species,Osprey,Pandion haliaetus,3,Yolo Bypass Wildlife Area,US-CA,06 Aug 2016,L443535,S30996597,,1
351,7582,species,White-tailed Kite,Elanus leucurus,2,Coyote Hills Regional Park,US-CA,31 Aug 2014,L216132,S19639003,,1
352,7799,species,Golden Eagle,Aquila chrysaetos,1,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
353,7857,species,Eurasian Marsh-Harrier,Circus aeruginosus,3,Etang de Biguglia--sentier de découverte (chjassu di scuperta),FR-COR,02 May 2023,L3815055,S136051622,,1
354,7873,species,Northern Harrier,Circus hudsonius,1,Coyote Hills Regional Park,US-CA,31 Aug 2014,L216132,S19639003,,1
355,7875,species,Pallid Harrier,Circus macrourus,1,Etang de Biguglia--sentier de découverte (chjassu di scuperta),FR-COR,02 May 2023,L3815055,S136051622,,1
356,8020,species,Eurasian Sparrowhawk,Accipiter nisus,1,Insel Mainau,DE-BW,10 May 2023,L2735941,S136931313,,1
357,8031,species,Sharp-shinned Hawk,Accipiter striatus,1,Redwood Regional Park--Stream Trail,US-CA,30 Jan 2016,L832260,S27213140,,1
358,8044,species,Cooper's Hawk,Accipiter cooperii,1,Claremont Canyon Regional Preserve,US-CA,22 May 2016,L933409,S29842680,,1
360,8062,species,Northern Goshawk,Accipiter gentilis,1,Meeks Creek Meadow,US-CA,01 Aug 2018,L973478,S47591965,,1
362,8083,species,Red Kite,Milvus milvus,1,Olmeta-di-Capocorso,FR-COR,02 May 2023,L23979002,S135778771,,1
363,8086,species,Black Kite,Milvus migrans,1,Torri del Benaco,IT-34,07 May 2023,L8129881,S136406049,,1
365,8105,species,Bald Eagle,Haliaeetus leucocephalus,1,Indian Creek Reservoir,US-CA,12 Sep 2015,L272916,S25018632,,1
366,8134,species,Common Black Hawk,Buteogallus anthracinus,1,Bill Williams River NWR--Mosquito Flat (mile 2.0),US-AZ,08 May 2018,L1054297,S45928543,,1
367,8171,species,Harris's Hawk,Parabuteo unicinctus,3,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
368,8175,species,White-tailed Hawk,Geranoaetus albicaudatus,1,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
369,8199,species,Gray Hawk,Buteo plagiatus,2,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,14 Nov 2016,L128890,S32558904,,1
370,8205,species,Red-shouldered Hawk,Buteo lineatus,3,Henry Cowell Redwoods SP--River Trail,US-CA,26 Feb 2016,L2745685,S27838200,,1
371,8214,species,Broad-winged Hawk,Buteo platypterus,15,Hawk Hill,US-CA,30 Sep 2017,L224081,S39478989,,1
372,8229,species,Swainson's Hawk,Buteo swainsoni,1,Yolo Bypass Wildlife Area,US-CA,23 May 2016,L443535,S29862711,,1
373,8231,species,Zone-tailed Hawk,Buteo albonotatus,1,Patagonia-Sonoita Creek Preserve,US-AZ,07 May 2017,L129052,S36658742,,1
374,8233,species,Red-tailed Hawk,Buteo jamaicensis,1,Natural Bridges SB,US-CA,29 Sep 2013,L200588,S15282791,,1
375,8253,species,Rough-legged Hawk,Buteo lagopus,1,Bodega Head - offshore species and the bluff ONLY,US-CA,28 Nov 2016,L606176,S32770069,,1
376,8260,species,Ferruginous Hawk,Buteo regalis,1,Moore Creek Preserve,US-CA,24 Jan 2016,L305458,S27125015,,1
377,8262,species,Common Buzzard,Buteo buteo,1,Parco Le Folaghe Oasi di Casei Gerola,IT-25,30 Apr 2023,L3497430,S135521663,,1
380,8336,species,Barn Owl,Tyto alba,2,Hillcrest Rd and Hillcrest Ct,US-CA,25 Oct 2017,L6405380,S40146262,,1
381,8513,species,Flammulated Owl,Psiloscops flammeolus,1,Mosquito Ridge--Little Oak Flat,US-CA,10 Jun 2020,L728460,S70396492,,1
382,8572,species,Western Screech-Owl,Megascops kennicottii,2,Teresita Way - Private Residence,US-CA,08 Jul 2017,L6069677,S38048762,,1
383,8583,species,Eastern Screech-Owl,Megascops asio,1,Estero Llano Grande SP WBC (LTC 054),US-TX,15 Nov 2016,L259855,S32566372,,1
384,8624,species,Great Horned Owl,Bubo virginianus,3,Yolo Bypass Wildlife Area,US-CA,23 May 2016,L443535,S29862711,,1
385,8711,species,Northern Hawk Owl,Surnia ulula,4,White Mountains NRA--Table Top Mountain Trail,US-AK,06 Jul 2018,L7677027,S47036149,,1
386,8723,species,Northern Pygmy-Owl,Glaucidium gnoma,2,Long Canyon (Napa Co),US-CA,01 Apr 2018,L788791,S44161837,,1
387,8807,species,Elf Owl,Micrathene whitneyi,1,Joshua Tree NP--Cottonwood Campground,US-CA,02 Apr 2017,L2071413,S35678694,,1
388,8845,species,Burrowing Owl,Athene cunicularia,1,MLK Jr. Regional Shoreline,US-CA,16 Jan 2017,L2402250,S33736842,,1
389,8926,species,Spotted Owl,Strix occidentalis,2,"Korbel, California, US (40.837, -123.948)",US-CA,21 Apr 2019,L9093028,S55230690,,1
390,8930,species,Barred Owl,Strix varia,1,"601 Camino del Canyon, Mill Valley, California, US (37.893, -122.566)",US-CA,11 Mar 2020,L10950242,S65729397,,1
391,8954,species,Great Gray Owl,Strix nebulosa,1,Ackerson Meadow,US-CA,27 May 2022,L594031,S111666500,,1
392,8964,species,Long-eared Owl,Asio otus,1,Ed Levin CP--Spring Valley area,US-CA,25 Jan 2016,L686946,S27124717,,1
393,8987,species,Short-eared Owl,Asio flammeus,2,Leque Island--Eide Rd.,US-WA,22 Dec 2018,L1667064,S50873770,,1
394,9015,species,Northern Saw-whet Owl,Aegolius acadicus,3,Redwood Regional Park--Redwood Gate bridge,US-CA,05 Feb 2020,L1512833,S64169508,,1
396,9224,species,Elegant Trogon,Trogon elegans,1,Madera Canyon--Carrie Nation Trail,US-AZ,04 May 2017,L2413068,S36644096,,1
397,9312,species,Eurasian Hoopoe,Upupa epops,1,Saint Florent Beach Loop,FR-COR,05 May 2023,L24044640,S136123082,,1
398,9934,species,Ringed Kingfisher,Megaceryle torquata,2,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),US-TX,14 Nov 2016,L128890,S32558904,,1
399,9939,species,Belted Kingfisher,Megaceryle alcyon,1,Rotary Nature Center,US-CA,21 Sep 2013,L677049,S15223717,,1
400,9949,species,Green Kingfisher,Chloroceryle americana,1,Estero Llano Grande SP WBC (LTC 054),US-TX,15 Nov 2016,L259855,S32566372,,1
401,10022,species,European Bee-eater,Merops apiaster,3,Saint Florent Beach Loop,FR-COR,05 May 2023,L24044640,S136123082,,1
402,10813,species,Williamson's Sapsucker,Sphyrapicus thyroideus,3,Indian Creek Reservoir,US-CA,12 Sep 2015,L272916,S25018632,,1
403,10816,species,Yellow-bellied Sapsucker,Sphyrapicus varius,1,Ed Levin CP--Spring Valley area,US-CA,25 Jan 2016,L686946,S27124717,,1
404,10817,species,Red-naped Sapsucker,Sphyrapicus nuchalis,1,Henry Cowell Redwoods SP--River Trail,US-CA,26 Feb 2016,L2745685,S27838200,,1
405,10820,species,Red-breasted Sapsucker,Sphyrapicus ruber,1,Redwood Regional Park--Stream Trail,US-CA,30 Jan 2016,L832260,S27213140,,1
408,10831,species,Lewis's Woodpecker,Melanerpes lewis,1,Indian Creek Reservoir,US-CA,12 Sep 2015,L272916,S25018632,,1
409,10835,species,Acorn Woodpecker,Melanerpes formicivorus,1,Coyote Hills Regional Park,US-CA,31 Aug 2014,L216132,S19639003,,1
410,10865,species,Gila Woodpecker,Melanerpes uropygialis,12,Patagonia-Sonoita Creek Preserve,US-AZ,07 May 2017,L129052,S36658742,,1
411,10871,species,Golden-fronted Woodpecker,Melanerpes aurifrons,8,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
412,10887,species,Red-bellied Woodpecker,Melanerpes carolinus,2,Big Branch Marsh NWR--Boy Scout Rd.,US-LA,20 Nov 2017,L799384,S40624272,,1
413,10904,species,American Three-toed Woodpecker,Picoides dorsalis,3,West UAF Trails & Smith Lake,US-AK,25 Jun 2019,L524998,S57691356,,1
414,10908,species,Black-backed Woodpecker,Picoides arcticus,2,Mazama Campground,US-OR,22 Jun 2017,L6014810,S37782386,,1
415,11033,species,Great Spotted Woodpecker,Dendrocopos major,2,Etang de Biguglia--sentier de découverte (chjassu di scuperta),FR-COR,02 May 2023,L3815055,S136051622,,1
416,11083,species,Downy Woodpecker,Dryobates pubescens,1,Kings Canyon NP--Zumwalt Meadow,US-CA,06 Sep 2014,L1036411,S19772307,,1
417,11093,species,Nuttall's Woodpecker,Dryobates nuttallii,1,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
418,11095,species,Ladder-backed Woodpecker,Dryobates scalaris,2,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
420,11110,species,Hairy Woodpecker,Dryobates villosus,2,Redwood Regional Park--Canyon Meadow area,US-CA,01 Sep 2014,L1826673,S19638624,,1
422,11134,species,White-headed Woodpecker,Dryobates albolarvatus,2,Kings Canyon NP--Zumwalt Meadow,US-CA,06 Sep 2014,L1036411,S19772307,,1
423,11144,species,Arizona Woodpecker,Dryobates arizonae,1,Mt. Lemmon--Rose Canyon and Lake,US-AZ,29 Jul 2019,L129068,S58558424,,1
424,11329,species,Gray-headed Woodpecker,Picus canus,1,Hafen Moos,DE-BW,11 May 2023,L13390358,S137032971,,1
425,11347,species,Eurasian Green Woodpecker,Picus viridis,1,Litzelstetten Outskirts,DE-BW,10 May 2023,L24163266,S136897368,,1
426,11435,species,Pileated Woodpecker,Dryocopus pileatus,1,Yost Memorial Park,US-WA,24 Dec 2016,L473858,S33184987,,1
427,11457,species,Black Woodpecker,Dryocopus martius,1,Litzelstetten Outskirts,DE-BW,10 May 2023,L24163266,S136897368,,1
428,11572,species,Northern Flicker,Colaptes auratus,1,Natural Bridges SB,US-CA,29 Sep 2013,L200588,S15282791,,1
429,11586,species,Gilded Flicker,Colaptes chrysoides,1,Mojave National Preserve--Cima Rd. at Powerline Rd.,US-CA,12 Jun 2019,L757917,S57322110,,1
431,11633,species,Crested Caracara,Caracara plancus,5,Laguna Atascosa NWR (LTC 024),US-TX,13 Nov 2016,L129005,S32652929,,1
432,11663,species,Eurasian Kestrel,Falco tinnunculus,2,Etang de Biguglia--sentier de découverte (chjassu di scuperta),FR-COR,02 May 2023,L3815055,S136051622,,1
433,11697,species,American Kestrel,Falco sparverius,1,Sibley Volcanic Regional Preserve,US-CA,16 Mar 2014,L311906,S17468997,,1
434,11726,species,Red-footed Falcon,Falco vespertinus,4,Saint Florent Beach Loop,FR-COR,03 May 2023,L24044640,S136123125,,1
435,11731,species,Merlin,Falco columbarius,1,Indian Creek Reservoir,US-CA,12 Sep 2015,L272916,S25018632,,1
436,11742,species,Eurasian Hobby,Falco subbuteo,2,Parco Le Folaghe Oasi di Casei Gerola,IT-25,30 Apr 2023,L3497430,S135521663,,1
437,11781,species,Peregrine Falcon,Falco peregrinus,1,UC Santa Cruz--Farm Project,US-CA,12 Dec 2014,L1513193,S20874607,,1
438,11805,species,Prairie Falcon,Falco mexicanus,1,Yosemite NP--Tuolumne Meadows,US-CA,17 Aug 2016,L343236,S31172612,,1
442,12778,species,Nanday Parakeet,Aratinga nenday,6,Pt. Mugu SP--Sycamore Canyon,US-CA,27 Dec 2017,L297811,S41359432,N,1
443,12853,species,Red-masked Parakeet,Psittacara erythrogenys,16,Fort Mason Park,US-CA,30 Aug 2017,L389606,S38905279,N,1
445,15664,species,Rose-throated Becard,Pachyramphus aglaiae,1,De Anza Trail--Tubac,US-AZ,18 Apr 2022,L234314,S107427163,,1
446,16132,species,Northern Beardless-Tyrannulet,Camptostoma imberbe,1,Estero Llano Grande SP WBC (LTC 054),US-TX,15 Nov 2016,L259855,S32566372,,1
447,16460,species,Tufted Flycatcher,Mitrephanes phaeocercus,2,Ramsey Canyon Preserve (formerly Mile Hi Ranch),US-AZ,06 May 2017,L129062,S36657646,,1
448,16467,species,Olive-sided Flycatcher,Contopus cooperi,1,Claremont Canyon Regional Preserve,US-CA,09 May 2015,L933409,S23337000,,1
449,16469,species,Greater Pewee,Contopus pertinax,2,Mt. Lemmon--Rose Canyon and Lake,US-AZ,29 Jul 2019,L129068,S58558424,,1
450,16489,species,Western Wood-Pewee,Contopus sordidulus,1,Coyote Hills Regional Park,US-CA,31 Aug 2014,L216132,S19639003,,1
451,16501,species,Eastern Wood-Pewee,Contopus virens,2,Hanscom Field--Massport Trail,US-MA,16 May 2023,L1605086,S138008760,,1
453,16528,species,Alder Flycatcher,Empidonax alnorum,1,Creamer's Field MWR,US-AK,21 Jun 2019,L128537,S57573347,,1
454,16529,species,Willow Flycatcher,Empidonax traillii,1,Yolo Bypass Wildlife Area,US-CA,13 Sep 2015,L443535,S25018896,,1
456,16540,species,Least Flycatcher,Empidonax minimus,1,"stakeout Least Flycatcher, Presidio (2020)",US-CA,22 Dec 2020,L13024436,S77856581,,1
457,16541,species,Hammond's Flycatcher,Empidonax hammondii,2,Sequoia NP--Mineral King Valley,US-CA,10 Jun 2016,L499561,S30202750,,1
458,16542,species,Gray Flycatcher,Empidonax wrightii,1,Florida Canyon--lower,US-AZ,05 May 2017,L720787,S36644987,,1
459,16543,species,Dusky Flycatcher,Empidonax oberholseri,2,Sequoia NP--Mineral King Valley,US-CA,10 Jun 2016,L499561,S30202750,,1
461,16552,species,Pacific-slope Flycatcher,Empidonax difficilis,2,Coyote Hills Regional Park,US-CA,31 Aug 2014,L216132,S19639003,,1
462,16556,species,Cordilleran Flycatcher,Empidonax occidentalis,2,Virginia Lakes Resort,US-CA,30 Jul 2018,L3799022,S47562093,,1
