Row #,Species,Count,Location,S/P,Date,LocID,SubID
352,Black-throated Sparrow,8,Joshua Tree NP--Cottonwood Campground,US-CA,24 Mar 2019,L2071413,S54260047
353,Lark Sparrow,6,Los Vaqueros Reservoir--Walnut Trail,US-CA,12 Jan 2019,L1798091,S51613000
354,Lark Bunting,1,Miller/Knox Regional Shoreline--Ferry Point,US-CA,28 Sep 2019,L864592,S60186427
355,Fox Sparrow,4,Fort Mason Park,US-CA,10 Jan 2019,L389606,S51529289
356,Dark-eyed Junco,4,Redwood Regional Park (CC Co.),US-CA,01 Jan 2019,L500405,S51180664
357,White-crowned Sparrow,4,Lake Merritt,US-CA,02 Jan 2019,L268122,S51224117
358,Golden-crowned Sparrow,2,Redwood Regional Park (CC Co.),US-CA,01 Jan 2019,L500405,S51180664
359,Harris's Sparrow,1,Diablo Foothills Regional Park/Castle Rock Park,US-CA,16 Mar 2019,L387747,S53901806
360,White-throated Sparrow,1,Fort Mason Park,US-CA,10 Jan 2019,L389606,S51529289
361,Sagebrush Sparrow,2,Lower Rush Creek riparian area,US-CA,14 Jun 2019,L879376,S57455684
362,Bell's Sparrow,1,Pinnacles NP,US-CA,17 Feb 2019,L302299,S52914503
363,Vesper Sparrow,1,Sierra Valley--Marble Hot Springs Rd. bridge,US-CA,13 Aug 2019,L1219737,S58995474
364,Nelson's Sparrow,1,San Francisco Bay Trail--S 51st St.,US-CA,09 Jan 2019,L1415714,S51509238
365,Savannah Sparrow,1,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,03 Jan 2019,L161083,S51261170
366,Song Sparrow,2,Lake Merritt,US-CA,02 Jan 2019,L268122,S51224117
367,Lincoln's Sparrow,1,San Francisco Bay Trail--S 51st St.,US-CA,09 Jan 2019,L1415714,S51509238
368,Swamp Sparrow,1,Alviso Marina County Park (please use a specific pond hotspot where possible),US-CA,16 Feb 2019,L296043,S52915856
369,Abert's Towhee,5,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,US-CA,11 Jul 2019,L673436,S58178011
370,California Towhee,1,Redwood Regional Park (CC Co.),US-CA,01 Jan 2019,L500405,S51180664
